CATALOG NUMBER,IDENTIFICATION,COUNTRY,STATE,COUNTY,PRECISE LOCALITY,COLLECTOR(S),COLLECTING DATE,SEX,PREPS
MS-8907,Perognathus penicillatus pricei,Mexico,Sonora,Moctezuma,Oposura,B. C. Condit,1-Jun-94,Male,"Skull
Skin "
MS-8908,Perognathus penicillatus pricei,Mexico,Sonora,Moctezuma,Oposura,B. C. Condit,1-Jun-94,Male,"Skin
Skull "
M-207640,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,Pinery Canyon,Sydney Anderson,5-Jul-64,Male,"Skin
Skull
Skeleton "
M-207641,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,Pinery Canyon,Sydney Anderson,5-Jul-64,Male,"Skin
Skeleton
Skull "
M-207617,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"Pinery Canyon, Chiricahua Mountains, Onion Saddle",Sydney Anderson,25-Jun-64,Male,"Skull
Skeleton
Skin "
M-207622,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Pinery Canyon, Chiricahua Mountains, Onion Saddle",Sydney Anderson,25-Jun-64,Female,"Skin
Skull
Skeleton "
M-207623,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Pinery Canyon, Chiricahua Mountains, Onion Saddle",Sydney Anderson,25-Jun-64,Female,"Skull
Skeleton
Skin "
M-207624,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Pinery Canyon, Chiricahua Mountains, Onion Saddle",Sydney Anderson,26-Jun-64,Male,"Skeleton
Skin
Skull "
M-207625,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Pinery Canyon, Chiricahua Mountains, Onion Saddle",Sydney Anderson,26-Jun-64,Female,"Skull
Skeleton
Skin "
M-173811,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,Rustler Park,W. E. Duellman,25-May-56,Female,"Skull
Skin "
M-207630,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Rustler Park, Chiricahua Mountains",Sydney Anderson,26-Jun-64,Male,"Skeleton
Skin
Skull "
M-207631,Thomomys umbrinus collinus,USA,Arizona,Cochise Co.,"Rustler Park, Chiricahua Mountains",Sydney Anderson,26-Jun-64,Female,"Skull
Skeleton
Skin "
M-216692,Peromyscus nasutus,USA,Arizona,Cochise Co.,"Rustler Park, Chiricahua Mountains",J. N. Jensen,9-Oct-69,Male,Fluid
MS-9525,Tamias dorsalis dorsalis,USA,Arizona,Pima Co.,Santa Catalina Mountains,"Price
Condit",16 Jan 1894,Female,"Skin
Skull "
MS-9526,Tamias dorsalis dorsalis,USA,Arizona,Pima Co.,Santa Catalina Mountains,"Price
Condit",16 Jan 1894,Female,"Skull
Skin "
MS-9527,Tamias dorsalis dorsalis,USA,Arizona,Pima Co.,Santa Catalina Mountains,"Price
Condit",16 Jan 1894,Male,"Skull
Skin "
MS-1499,Plecotus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,25-Nov-85,Sex Unknown,Fluid
MS-1500,Plecotus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,25-Nov-85,Sex Unknown,"Fluid
Skull
Skin "
MS-1501,Plecotus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,25-Nov-85,Sex Unknown,Fluid
MS-1502,Eptesicus fuscus pallidus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,1-Nov-85,Sex Unknown,Fluid
MS-1503,Myotis californicus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,1-Nov-85,Sex Unknown,Fluid
MS-1504,Myotis keenii apache,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,1-Nov-85,Sex Unknown,Fluid
MS-1505,Myotis californicus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,1-Nov-85,Sex Unknown,Fluid
MS-1506,Eptesicus fuscus pallidus,USA,Arizona,Pima Co.,Santa Catalina Mountains,W. E. Scott,1-Nov-85,Sex Unknown,Fluid
M-243896,Corynorhinus townsendii pallescens,USA,Arizona,Santa Cruz Co.,Santa Rita Mountains,I. Wilson,5-Sep-31,Male,"Skull
Skeleton
Skin "
M-173866,Tamias sp.,USA,Arizona,Cochise Co.,"Southwesernt Research Station, hill to west",M. Martin,24-Jun-56,Female,Skull
M-173816,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,11-Jul-56,Male,"Skin
Skull "
M-173798,Dipodomys merriami merriami,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,26-Jun-56,Female,"Skull
Skin "
M-173837,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,26-Jun-56,Female,"Skin
Skull "
M-173838,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Jeremy Anderson,27-Jun-56,Female,"Skull
Skin "
M-173839,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Jeremy Anderson,27-Jun-56,Female,"Skin
Skull "
M-173840,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Jeremy Anderson,29-Jun-56,Male,"Skull
Skin "
M-173841,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Jeremy Anderson,29-Jun-56,Female,"Skin
Skull "
M-173842,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,1-Jul-56,Male,"Skull
Skin "
M-173843,Peromyscus boylii rowleyi,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,1-Jul-56,Female,"Skull
Skin "
M-173651,Tadarida brasiliensis mexicana,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,29-Mar-56,Male,"Skin
Skull "
M-173686,Antrozous pallidus pallidus,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,3-Jul-56,Male,"Skin
Skull "
M-173690,Eptesicus fuscus pallidus,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,26-Jun-56,Male,"Skull
Skin "
M-173691,Eptesicus fuscus pallidus,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,29-Jun-56,Male,"Skin
Skull "
M-173692,Eptesicus fuscus pallidus,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,8-Jul-56,Male,"Skull
Skin "
M-173693,Idionycteris phyllotis,USA,Arizona,Cochise Co.,Southwestern Research Station,M. Martin,8-Jul-56,Male,"Skin
Skull "
M-173695,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,16-May-56,Male,"Skull
Skin "
M-173696,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,31-May-56,Male,"Skin
Skull "
M-173697,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,12-Jun-56,Male,"Skin
Skull "
M-173698,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,12-Jun-56,Male,"Skin
Skull "
M-173699,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,12-Jun-56,Male,"Skull
Skin "
M-173700,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,3-Jul-56,Male,"Skin
Skull "
M-173701,Pipistrellus hesperus hesperus,USA,Arizona,Cochise Co.,Southwestern Research Station,Ellen Ordway,25-Jul-56,Female,"Skin
Skull "
M-239152,Notiosorex crawfordi crawfordi,USA,Arizona,Cochise Co.,Southwestern Research Station,R. G. Zweifel,6-Jul-73,Sex Unknown,Fluid
M-207700,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"Southwestern Research Station, Chiricahua Mountains, south fork of Cave Creek",V. Roth,26-Jun-64,Female,"Skull
Skeleton "
M-207699,Eptesicus fuscus pallidus,USA,Arizona,Cochise Co.,"Southwestern Research Station, Chiricahua Mountains, south fork of Cave Creek",Sydney Anderson,25-Jun-64,Sex Unknown,"Skull
Skeleton "
M-239233,Choeronycteris mexicana,USA,Arizona,Cochise Co.,"Southwestern Research Station, Chiricahua Mountains, south fork of Cave Creek",Luther Little,22-Jun-58,Female,"Skull
Skin "
M-239234,Choeronycteris mexicana,USA,Arizona,Cochise Co.,"Southwestern Research Station, Chiricahua Mountains, south fork of Cave Creek",Luther Little,22-Jun-58,Female,"Skull
Skin "
M-173813,Tamias dorsalis dorsalis,USA,Arizona,Cochise Co.,"Southwestern Research Station, hill directly west",M. Martin,23-Jun-56,Male,"Skin
Skull "
M-144002,Ammospermophilus harrisii harrisii,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",20-Apr-45,Female,"Skull
Skin "
M-144003,Spermophilus tereticaudus neglectus,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",19-Apr-45,Female,"Skull
Skin "
M-144014,Spermophilus variegatus grammurus,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",2-May-45,Female,"Skull
Skin "
M-144015,Spermophilus tereticaudus neglectus,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",2-May-45,Female,"Skull
Skin "
M-144016,Neotoma albigula albigula,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",1-May-45,Female,"Skull
Skin "
M-144017,Peromyscus sp.,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",1-May-45,Female,"Skull
Skin "
M-144018,Peromyscus sp.,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",4-May-45,Male,"Skin
Skull "
M-144019,Peromyscus sp.,USA,Arizona,Pima Co.,"Tucson, Sabino Canyon, Santa Catalina Mountains","W. J. Schaldach, Sr.",13-May-45,Female,"Skin
Skull "
